name,title,adult,popularity,video,vote_count,poster_path,release_date,id,genre_ids,original_title,original_language,origin_country,overview,backdrop_path,original_name,rating,first_air_date,genres
,Inception,False,364.764,False,35748,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010-07-15,27205,"[28, 878, 12]",Inception,en,,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",/28kKbSUvUz6P5RE1AuMJMO7IMfK.jpg,,8.367,,"Action, Science Fiction, Adventure"
,Pulp Fiction,False,369.887,False,27113,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,1994-09-10,680,"[53, 80]",Pulp Fiction,en,,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,,8.489,,"Thriller, Crime"
,Dark Phoenix,False,364.712,False,6264,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,2019-06-05,320288,"[878, 28, 12]",Dark Phoenix,en,,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",/cjRUhKyt2Jo3V1KNzc5tpPNfccG.jpg,,5.978,,"Science Fiction, Action, Adventure"
,Alienoid,False,353.18,False,336,/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,2022-07-20,601796,"[878, 28, 14, 12]",외계+인 1부,ko,,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",/7ZP8HtgOIDaBs12krXgUIygqEsy.jpg,,6.884,,"Science Fiction, Action, Fantasy, Adventure"
,Spectre,False,368.906,False,10248,/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg,2015-10-26,206647,"[28, 12, 53]",Spectre,en,,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",/8lBViysvNJBPkl6zG1LVAaW3qhj.jpg,,6.542,,"Action, Adventure, Thriller"
,2001: A Space Odyssey,False,382.801,False,11108,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,1968-04-02,62,"[878, 9648, 12]",2001: A Space Odyssey,en,,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,,8.078,,"Science Fiction, Mystery, Adventure"
,Predator,False,366.956,False,7730,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,106,"[878, 28, 12, 53]",Predator,en,,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,,7.529,,"Science Fiction, Action, Adventure, Thriller"
,Alien: Covenant,False,364.32,False,8194,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,126889,"[878, 27, 9648]",Alien: Covenant,en,,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",/2qluV8y79LnBBHaMpwewCjQ1Htk.jpg,,6.107,,"Science Fiction, Horror, Mystery"
,Rocky,False,374.248,False,7552,/cqxg1CihGR5ge0i1wYXr4Rdeppu.jpg,1976-11-21,1366,[18],Rocky,en,,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,/kK9v1wclQxug6ZUJucD4DTaHgVF.jpg,,7.787,,Drama
,Split,False,351.704,False,16910,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,2017-01-19,381288,"[27, 53]",Split,en,,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg,,7.344,,"Horror, Thriller"
,Green Book,False,365.011,False,11193,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,490132,"[18, 36]",Green Book,en,,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg,,8.243,,"Drama, History"
,Tarot,False,367.509,False,65,/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,2024-05-01,719221,"[27, 53]",Tarot,en,,"When a group of friends recklessly violates the sacred rule of Tarot readings they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",/otfoeC96neoOdA4HqsX06OWuzE9.jpg,,5.415,,"Horror, Thriller"
,War for the Planet of the Apes,False,325.354,False,8587,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,2017-07-11,281338,"[18, 878, 10752]",War for the Planet of the Apes,en,,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",/qdd5lrgBYL4fMSwYAhfLUwdJRu1.jpg,,7.19,,"Drama, Science Fiction, War"
,xXx,False,458.167,False,4064,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,7451,"[28, 12, 53, 80]",xXx,en,,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",/qwK9soQmmJ7kRdjLZVXblw3g7AQ.jpg,,5.932,,"Action, Adventure, Thriller, Crime"
,Donnie Darko,False,367.301,False,12035,/j5t4GWyBunfW24WMrLACj98THGW.jpg,2001-01-19,141,"[14, 18, 9648]",Donnie Darko,en,,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",/msCHK5Kh1YbdZ0zPJ2nzPUhhSN9.jpg,,7.779,,"Fantasy, Drama, Mystery"
,Babylon,False,359.562,False,2799,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,615777,"[18, 35]",Babylon,en,,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",/oCKZAdUROqdlTcUOstqJ1gM8JQt.jpg,,7.413,,"Drama, Comedy"
,Baywatch,False,349.456,False,7818,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,2017-05-25,339846,"[35, 28, 80]",Baywatch,en,,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,,6.093,,"Comedy, Action, Crime"
,Doctor Strange,False,340.284,False,21605,/7WfK17BXE6szXlm4WOxfswgbdsL.jpg,2016-10-25,284052,"[28, 12, 14]",Doctor Strange,en,,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",/3zvZ699gMW2RhWc0GisIukzq0Ls.jpg,,7.422,,"Action, Adventure, Fantasy"
,RoboCop,False,343.121,False,4898,/esmAU0fCO28FbS6bUBKLAzJrohZ.jpg,1987-07-17,5548,"[28, 53, 878]",RoboCop,en,,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",/pRSTtNlcADoQkfeBGtFQNE1FDpb.jpg,,7.318,,"Action, Thriller, Science Fiction"
,Inside Out 2,False,400.713,False,0,/gMB8vgHu2lcyzv1fyptD6drHmJd.jpg,2024-06-06,1022789,"[16, 10751, 18, 12, 14]",Inside Out 2,en,,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",/pI5jxew0I9kub4IXrtsOB8F40dw.jpg,,0.0,,"Animation, Family, Drama, Adventure, Fantasy"
,Arrival,False,355.998,False,17277,/pEzNVQfdzYDzVK0XqxERIw2x2se.jpg,2016-11-10,329865,"[18, 878, 9648]",Arrival,en,,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",/iTyh3hqTUjiRqQo8Uz1w1KtQti9.jpg,,7.602,,"Drama, Science Fiction, Mystery"
,Serenity,False,356.216,False,3363,/ckDo5vnRKehJ2qu8U95c7QcvGUm.jpg,2005-09-25,16320,"[878, 28, 12, 53]",Serenity,en,,"When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship.",/csGprKcRxt7SDpsrKiwxpgLdEsx.jpg,,7.38,,"Science Fiction, Action, Adventure, Thriller"
,Misery,False,350.183,False,4449,/23Y65uWaVMpqfbZTN3CT0aei4D5.jpg,1990-11-30,1700,"[18, 53]",Misery,en,,"After stalking and saving the life of her favorite fiction author in a car accident, his  manic obsessor holds him captive in her remote Colorado home then forces him to write back to life the popular literary character he killed off.",/cgo3OmF84touDrrLkQ1DQ3MRFyO.jpg,,7.756,,"Drama, Thriller"
,Taxi Driver,False,340.625,False,11800,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,103,"[80, 18]",Taxi Driver,en,,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,,8.152,,"Crime, Drama"
,Morbius,False,352.864,False,4104,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2022-03-30,526896,"[28, 878, 14]",Morbius,en,,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,,6.042,,"Action, Science Fiction, Fantasy"
,Con Air,False,344.812,False,3999,/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,1997-06-05,1701,"[28, 53, 80]",Con Air,en,,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",/1fldJZ43ftMj3gKbhf8idjI7fWO.jpg,,6.747,,"Action, Thriller, Crime"
,Wonka,False,328.054,False,2996,/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,787699,"[35, 10751, 14]",Wonka,en,,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",/yyFc8Iclt2jxPmLztbP617xXllT.jpg,,7.172,,"Comedy, Family, Fantasy"
,Gifted,False,353.439,False,5224,/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,2017-04-07,400928,"[18, 35]",Gifted,en,,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",/6MmYsaK6poR8f4R8jsBnJBU5tfd.jpg,,8.035,,"Drama, Comedy"
,Becoming,False,345.736,False,148,/f0vo1yoEVlbpJ0Fkn0FgU7dTrO8.jpg,2020-05-06,699280,[99],Becoming,en,,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",/l6trIrFvJbQIvHYpaFCKuwqLUbS.jpg,,7.412,,Documentary
,Superman,False,347.776,False,3669,/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,1978-12-14,1924,"[878, 28, 12]",Superman,en,,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",/v6MVBFnQOscITvmAy5N5ras2JKZ.jpg,,7.136,,"Science Fiction, Action, Adventure"
,Damaged,False,343.487,False,100,/u3aPmYOkd8GclXg8nTvKQ4w1f7L.jpg,2024-04-12,1105407,"[28, 80, 53]",Damaged,en,,"A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend.",/fUC5VsQcU3m6zmYMD96R7RqPuMn.jpg,,5.23,,"Action, Crime, Thriller"
,Citizen Kane,False,336.484,False,5310,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-04-17,15,"[9648, 18]",Citizen Kane,en,,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,,8.008,,"Mystery, Drama"
,Dark City,False,340.267,False,2693,/AdBe2ow8hdlT2aLBYuUjs0Xkqkw.jpg,1998-02-27,2666,"[9648, 878]",Dark City,en,,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",/bmAzESah8IUNRQX5MqeyUrhE5Pr.jpg,,7.323,,"Mystery, Science Fiction"
,Kate,False,345.626,False,1429,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,2021-09-10,597891,[28],Kate,en,,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,/ufy3U0Kf9fvbgm6DEhJS68RERys.jpg,,6.641,,Action
,IF,False,348.421,False,70,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,639720,"[35, 14, 10751]",IF,en,,A girl discovers she can see everyone's imaginary friends and embarks on a magical adventure to reconnect forgotten IFs with their kids.,/vpWVeIMNi0Np5shuKFE3QkneiTt.jpg,,7.15,,"Comedy, Fantasy, Family"
,Venom,False,329.804,False,15336,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,335983,"[878, 28]",Venom,en,,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,,6.828,,"Science Fiction, Action"
,Gravity,False,338.491,False,14943,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,2013-10-03,49047,"[878, 53, 18]",Gravity,en,,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",/a2n6bKD7qhCPCAEALgsAhWOAQcc.jpg,,7.165,,"Science Fiction, Thriller, Drama"
,Judge Dredd,False,337.575,False,2333,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,1995-06-30,9482,[878],Judge Dredd,en,,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",/baJHUXBcoaHnMf2sjwegbuhIjEV.jpg,,5.783,,Science Fiction
,Death Wish,False,324.384,False,2475,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,2018-03-02,395990,"[28, 80, 18, 53]",Death Wish,en,,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,/uQqQvmptJLPTcWDrZXn22p7j7s3.jpg,,6.159,,"Action, Crime, Drama, Thriller"
,Halloween,False,332.857,False,4536,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,2018-10-18,424139,"[27, 53]",Halloween,en,,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",/hO1oTBGNxO5fBKVEuWnSpICJH7c.jpg,,6.555,,"Horror, Thriller"
,Cheat,False,363.399,False,0,/qDHxW0SgM8vbQPhWubXzYR1KGvz.jpg,2024-09-06,1142414,"[53, 27]",Cheat,en,,"On the surface it's believed to be another urban legend - a supernatural being from the afterlife is violently killing anyone who cheats on their significant other in the small college town of Silvercreek, Pennsylvania. But the town's unusually high suicide rate is finally convincing both locals and college students that everything is not as it seems. When Maeve - a female college student - sleeps with Charlie, the married man of the host family she is staying with, both sense the deadly curse is closing in on them. Unable to get anyone to believe them, Maeve and Charlie seek out a local history student to help find answers and figure out a way to defend themselves. It all comes undone, however, as several people are horrifically killed by the savage being - one-by-one at a rapid pace. Eventually, Maeve, Charlie and the few survivors band together in an attempt to defeat the monster once and for all.",/456tLLmzg7OeNyijCvCfL6X55VV.jpg,,0.0,,"Thriller, Horror"
,Scarface,False,312.227,False,11374,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983-12-09,111,"[28, 80, 18]",Scarface,en,,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",/sctvs9cUwJD15qlTlrsh2BXsK75.jpg,,8.169,,"Action, Crime, Drama"
,Jaws,False,317.949,False,10029,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,578,"[27, 53, 12]",Jaws,en,,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",/3nYlM34QhzdtAvWRV5bN4nLtnTc.jpg,,7.662,,"Horror, Thriller, Adventure"
,Carmen 1945,False,256.393,False,7,/raNbLci95MJ3L3dMnG7L7bD37lY.jpg,1988-04-09,383634,[18],肉体の門,ja,,"Prostitutes in burnt out Tokyo ghetto of post-WWII Japan peddle their flesh and save one-third of their money for a proposed dancehall to be named Paradise. The hookers live in a bombed-out building, but they accept the precarious situation with typical resolve.",/lP0G6f00CjOKdRECyGrT0kaMSrL.jpg,,3.0,,Drama
,Logan Lucky,False,324.796,False,3370,/mQrhrBaaHvRfBQq0Px3HtVbH9iE.jpg,2017-08-17,399170,"[35, 80, 28, 18]",Logan Lucky,en,,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",/d3Y9L11tgnYIKhAaRWfbaKGCjcM.jpg,,6.728,,"Comedy, Crime, Action, Drama"
,Spider-Man: Homecoming,False,296.024,False,21232,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,315635,"[28, 12, 878, 18]",Spider-Man: Homecoming,en,,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg,,7.336,,"Action, Adventure, Science Fiction, Drama"
,Silence,False,323.125,False,2960,/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,2016-12-22,68730,"[18, 36]",Silence,en,,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",/2tE0A6WjLowwQOUY8se1Xlf3O6U.jpg,,7.123,,"Drama, History"
,The Void,False,324.774,False,1172,/c0WLRyT0AmUi41nVXBnqmJshIBn.jpg,2016-09-22,378018,"[9648, 27, 878]",The Void,en,,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",/oZwwwezJFlHmQGBRJDLmENXwOIt.jpg,,5.944,,"Mystery, Horror, Science Fiction"
,Deadpool 2,False,319.385,False,17079,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,383498,"[28, 35, 12]",Deadpool 2,en,,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,,7.487,,"Action, Comedy, Adventure"
,SPY x FAMILY CODE: White,False,329.187,False,97,/xlIQf4y9eB14iYzNN142tROIWON.jpg,2023-12-22,1062807,"[16, 35, 12, 28]",劇場版 SPY×FAMILY CODE: White,ja,,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",/zVDJ4cRgSpHlILSm7kGiklHQ6O7.jpg,,7.5,,"Animation, Comedy, Adventure, Action"
,Blade,False,322.445,False,0,/fKqA4rgVJwrM7Gb3tQ9TGHnu8Tr.jpg,2025-11-05,617127,[14],Blade,en,,A film set in the Marvel Cinematic Universe (MCU) based on the Marvel Comics character of the same name.,/hFtJz4TvoiJJcw2ZOMdhK22aU9P.jpg,,0.0,,Fantasy
,The Omen,False,303.259,False,1985,/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg,1976-06-25,794,"[27, 53]",The Omen,en,,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",/3RkYyseo8OduQpdndyPPCMiJfuC.jpg,,7.398,,"Horror, Thriller"
,Creepshow,False,320.957,False,966,/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,1982-11-10,16281,"[27, 35]",Creepshow,en,,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.",/8aqTmCHLkktH7RZNALeaOMneHSl.jpg,,6.931,,"Horror, Comedy"
,Angel Heart,False,310.698,False,1455,/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,1987-03-06,635,"[27, 9648]",Angel Heart,en,,"Harry Angel, a down-and-out Brooklyn detective, is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",/mg08WeXL6GWEJHUPAf6p9RD7Z1.jpg,,7.133,,"Horror, Mystery"
,Prey,False,298.152,False,6327,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-02,766507,"[53, 28, 878]",Prey,en,,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",/udhU4oOPxAiNltoMVddSRq3lLAk.jpg,,7.721,,"Thriller, Action, Science Fiction"
,Rise of the Planet of the Apes,False,273.61,False,11424,/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,2011-08-03,61791,"[53, 28, 18, 878]",Rise of the Planet of the Apes,en,,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",/662Qzyr5puD3MydSOFTCNVMBCnr.jpg,,7.314,,"Thriller, Action, Drama, Science Fiction"
,Avengers: Infinity War,False,289.804,False,28907,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,299536,"[12, 28, 878]",Avengers: Infinity War,en,,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,,8.247,,"Adventure, Action, Science Fiction"
,Chappie,False,290.811,False,7693,/hpnuXlKKWznTgbheGe4iQXzkuwJ.jpg,2015-03-04,198184,"[80, 28, 878]",Chappie,en,,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",/qX5T5GVAcq2UKaaiAx5SZp1AtlY.jpg,,6.78,,"Crime, Action, Science Fiction"
,Baby Driver,False,322.446,False,15227,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,2017-06-28,339403,"[28, 80]",Baby Driver,en,,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",/goCvLSUFz0p7k8R10Hv4CVh3EQv.jpg,,7.45,,"Action, Crime"
,Justice League,False,297.367,False,12650,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,2017-11-15,141052,"[28, 12, 878]",Justice League,en,,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,,6.087,,"Action, Adventure, Science Fiction"
,Total Recall,False,319.762,False,5308,/4M5urSlUyR2PtVBIoW9hLG9NQCQ.jpg,2012-08-02,64635,"[28, 878, 53]",Total Recall,en,,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",/uBHeAB2Ug9ELBzkMyls8CUjzn4i.jpg,,6.0,,"Action, Science Fiction, Thriller"
,Stand by Me,False,308.418,False,5640,/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,1986-08-08,235,"[80, 18]",Stand by Me,en,,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",/bTvvPSjOCaoMKq8dO8qwCm0924Y.jpg,,7.854,,"Crime, Drama"
